Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
00501,STANDARD,AIBONITO,PR,PRIMARY,18.14,-66.26,NA-US-PR-AIBONITO,FALSE,,,
00544,STANDARD,ANASCO,PR,PRIMARY,18.28,-67.14,NA-US-PR-ANASCO,FALSE,,,
00601,PO BOX,ANGELES,PR,PRIMARY,18.28,-66.79,NA-US-PR-ANGELES,FALSE,,,
00602,STANDARD,ARECIBO,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,FALSE,,,
00603,STANDARD,ADJUNTAS,PR,PRIMARY,18.16,-66.72,NA-US-PR-ADJUNTAS,FALSE,,,
00604,PO BOX,CASTANER,PR,PRIMARY,18.19,-66.82,NA-US-PR-CASTANER,FALSE,,,
00605,STANDARD,AGUADA,PR,PRIMARY,18.38,-67.18,NA-US-PR-AGUADA,FALSE,,,
00606,STANDARD,AGUADILLA,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,FALSE,,,
00610,PO BOX,AGUADILLA,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,FALSE,,,
00611,PO BOX,AGUADILLA,PR,PRIMARY,18.43,-67.15,NA-US-PR-AGUADILLA,FALSE,,,
00612,STANDARD,AGUAS BUENAS,PR,PRIMARY,18.25,-66.1,NA-US-PR-AGUAS BUENAS,FALSE,,,
00613,STANDARD,AGUIRRE,PR,PRIMARY,17.96,-66.22,NA-US-PR-AGUIRRE,FALSE,,,
00614,STANDARD,WESTWOOD,NJ,PRIMARY,40.98,-74.03,NA-US-NJ-WESTWOOD,FALSE,13245,24083,1089095041
00616,STANDARD,WOODCLIFF LAKE,NJ,PRIMARY,41.02,-74.05,NA-US-NJ-WOODCLIFF LAKE,FALSE,2945,5471,325436960
00617,STANDARD,WHARTON,NJ,PRIMARY,40.89,-74.58,NA-US-NJ-WHARTON,FALSE,5273,8999,240827990
00622,STANDARD,WHIPPANY,NJ,PRIMARY,40.82,-74.41,NA-US-NJ-WHIPPANY,FALSE,4585,8057,292096795
00623,STANDARD,WHIPPANY,NJ,PRIMARY,40.82,-74.41,NA-US-NJ-WHIPPANY,FALSE,,,
00624,PO BOX,WHITEHOUSE,NJ,PRIMARY,40.62,-74.76,NA-US-NJ-WHITEHOUSE,FALSE,,,
00627,STANDARD,WHITEHOUSE STATION,NJ,PRIMARY,40.6,-74.76,NA-US-NJ-WHITEHOUSE STATION,FALSE,4691,8570,401312434
00631,STANDARD,WOODBRIDGE,NJ,PRIMARY,40.55,-74.28,NA-US-NJ-WOODBRIDGE,FALSE,10018,17272,528315021
00636,STANDARD,WYCKOFF,NJ,PRIMARY,40.99,-74.16,NA-US-NJ-WYCKOFF,FALSE,8079,15208,896273759
00637,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,19434,31477,471446942
00638,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,33517,56277,723508523
00641,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,34152,57691,699611756
00646,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,13139,22387,273119576
00647,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,14914,25139,325274189
00650,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,34793,58750,732907466
00652,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,29023,48779,614273091
00653,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,29920,50085,693447254
00656,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,17977,30434,414021653
00659,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,23466,39507,531807385
00660,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,21862,35421,839765651
00662,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,35620,57854,1197519842
00664,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,31592,50313,1284853119
00667,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,2131,3381,108256016
00669,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,18686,30798,817052868
00670,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,29153,47658,924776075
00674,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,39540,64907,1114305720
00676,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,34706,55824,840612915
00677,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,28964,47625,1017556583
00678,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,7000,10880,260963512
00680,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,9876,15606,623827705
00681,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,26025,43761,630416228
00682,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,26122,42812,817850845
00683,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,4369,7377,97578251
00685,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,21124,31659,740068715
00687,UNIQUE,BRONX,NY,PRIMARY,40.84,-73.87,NA-US-NY-BRONX,FALSE,,,
00688,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,12534,16553,1031960117
00690,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,45236,70604,1394042364
00692,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,28817,36569,
00693,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,1967,2909,333623384
00694,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,4697,6293,791578339
00698,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,2236,2849,240075649
00703,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,3551,5396,1143186856
00704,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,550,732,27103411
00705,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31275,42731,1572036810
00707,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,17401,22785,2084544435
00714,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,30434,38784,1264531973
00715,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,13415,17738,1529644615
00716,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,15981,24199,450956340
00717,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,19374,24292,
00718,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31673,40683,1412438620
00719,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,15803,19975,1685441363
00720,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,4416,5928,810026753
00721,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,24515,31889,
00723,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,1134,1926,207363546
00725,STANDARD,NEW YORK,NY,PRIMARY,40.77,-73.95,NA-US-NY-NEW YORK,FALSE,29820,42627,1022024689
00726,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,20815,29014,731534552
00727,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,34334,48044,1270483799
00728,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31925,47261,1108944328
00729,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,47778,70190,1675737238
00730,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,16054,24221,647150670
00731,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,25372,37948,918919244
00732,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,25557,36525,964357485
00733,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,31490,48403,1050141146
00734,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,11541,17771,345769267
00735,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,26900,40901,718068721
00736,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,29755,45758,754754912
00737,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,30134,45474,881087274
00738,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,NA-US-NY-NEW YORK,FALSE,20855,32614,604187876
00739,PO BOX,ARECIBO,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,FALSE,,,
00740,PO BOX,ARECIBO,PR,PRIMARY,18.45,-66.73,NA-US-PR-ARECIBO,FALSE,,,
00741,STANDARD,ARROYO,PR,PRIMARY,17.97,-66.06,NA-US-PR-ARROYO,FALSE,,,
00742,STANDARD,BAJADERO,PR,PRIMARY,18.4,-66.66,NA-US-PR-BAJADERO,FALSE,,,
00744,STANDARD,BARCELONETA,PR,PRIMARY,18.45,-66.53,NA-US-PR-BARCELONETA,FALSE,,,
00745,STANDARD,BARRANQUITAS,PR,PRIMARY,18.18,-66.3,NA-US-PR-BARRANQUITAS,FALSE,,,
00751,STANDARD,BOQUERON,PR,PRIMARY,17.99,-67.15,NA-US-PR-BOQUERON,FALSE,,,
00754,STANDARD,CABO ROJO,PR,PRIMARY,18.08,-67.14,NA-US-PR-CABO ROJO,FALSE,,,
00757,STANDARD,CAMUY,PR,PRIMARY,18.48,-66.84,NA-US-PR-CAMUY,FALSE,,,
00765,STANDARD,CANOVANAS,PR,PRIMARY,18.37,-65.9,NA-US-PR-CANOVANAS,FALSE,,,
00766,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00767,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00769,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00771,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00772,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00773,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00775,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00777,STANDARD,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00778,PO BOX,CAROLINA,PR,PRIMARY,18.4,-65.98,NA-US-PR-CAROLINA,FALSE,,,
00780,STANDARD,CAYEY,PR,PRIMARY,18.11,-66.16,NA-US-PR-CAYEY,FALSE,,,
00782,STANDARD,CIDRA,PR,PRIMARY,18.17,-66.15,NA-US-PR-CIDRA,FALSE,,,
00783,STANDARD,COAMO,PR,PRIMARY,18.08,-66.36,NA-US-PR-COAMO,FALSE,,,
00784,STANDARD,COMERIO,PR,PRIMARY,18.22,-66.22,NA-US-PR-COMERIO,FALSE,,,
00785,STANDARD,COROZAL,PR,PRIMARY,18.34,-66.31,NA-US-PR-COROZAL,FALSE,,,
00786,MILITARY,APO,AE,PRIMARY,,,,FALSE,,,
00791,STANDARD,NEW YORK,NY,PRIMARY,40.77,73.95,NA-US-NY-NEW YORK,FALSE,,,
00792,MILITARY,APO,AE,PRIMARY,-44.25,33.53,ME-IQ,FALSE,,,
00794,STANDARD,HATILLO,PR,PRIMARY,18.48,-66.82,NA-US-PR-HATILLO,FALSE,,,
00795,STANDARD,HORMIGUEROS,PR,PRIMARY,18.14,-67.12,NA-US-PR-HORMIGUEROS,FALSE,,,
00801,STANDARD,HUMACAO,PR,PRIMARY,18.15,-65.81,NA-US-PR-HUMACAO,FALSE,,,
00802,PO BOX,HUMACAO,PR,PRIMARY,18.15,-65.81,NA-US-PR-HUMACAO,FALSE,,,
00803,STANDARD,ISABELA,PR,PRIMARY,18.5,-67.02,NA-US-PR-ISABELA,FALSE,,,
00804,STANDARD,JAYUYA,PR,PRIMARY,18.22,-66.59,NA-US-PR-JAYUYA,FALSE,,,
00805,STANDARD,JUANA DIAZ,PR,PRIMARY,18.05,-66.5,NA-US-PR-JUANA DIAZ,FALSE,,,
00820,STANDARD,JUNCOS,PR,PRIMARY,18.22,-65.91,NA-US-PR-JUNCOS,FALSE,,,
00821,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00822,STANDARD,CAGUAS,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,FALSE,,,
00823,PO BOX,CAGUAS,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,FALSE,,,
00824,STANDARD,CAGUAS,PR,PRIMARY,18.23,-66.03,NA-US-PR-CAGUAS,FALSE,,,
00830,PO BOX,CAYEY,PR,PRIMARY,18.11,-66.16,NA-US-PR-CAYEY,FALSE,,,
00831,STANDARD,CEIBA,PR,PRIMARY,18.26,-65.64,NA-US-PR-CEIBA,FALSE,,,
00840,PO BOX,ROOSEVELT ROADS,PR,PRIMARY,18.27,-65.65,NA-US-PR-ROOSEVELT ROADS,FALSE,,,
00841,STANDARD,CIALES,PR,PRIMARY,18.33,-66.47,NA-US-PR-CIALES,FALSE,,,
00850,STANDARD,COTO LAUREL,PR,PRIMARY,18.09,-66.57,NA-US-PR-COTO LAUREL,FALSE,,,
00851,PO BOX,CULEBRA,PR,PRIMARY,18.31,-65.3,NA-US-PR-CULEBRA,FALSE,,,
00901,STANDARD,DORADO,PR,PRIMARY,18.47,-66.27,NA-US-PR-DORADO,FALSE,,,
00902,STANDARD,ENSENADA,PR,PRIMARY,17.96,-66.94,NA-US-PR-ENSENADA,FALSE,,,
00906,STANDARD,FAJARDO,PR,PRIMARY,18.33,-65.65,NA-US-PR-FAJARDO,FALSE,,,
00907,STANDARD,FLORIDA,PR,PRIMARY,18.36,-66.56,NA-US-PR-FLORIDA,FALSE,,,
00908,STANDARD,GARROCHALES,PR,PRIMARY,18.45,-66.6,NA-US-PR-GARROCHALES,FALSE,,,
00909,STANDARD,GUANICA,PR,PRIMARY,17.97,-66.93,NA-US-PR-GUANICA,FALSE,,,
00910,STANDARD,GUAYAMA,PR,PRIMARY,17.97,-66.11,NA-US-PR-GUAYAMA,FALSE,,,
00911,PO BOX,GUAYAMA,PR,PRIMARY,17.97,-66.11,NA-US-PR-GUAYAMA,FALSE,,,
00912,STANDARD,GUAYANILLA,PR,PRIMARY,18.02,-66.79,NA-US-PR-GUAYANILLA,FALSE,,,
00913,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,FALSE,,,
00914,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,FALSE,,,
00915,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,FALSE,,,
00916,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,FALSE,,,
00917,PO BOX,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,FALSE,,,
00918,STANDARD,GUAYNABO,PR,PRIMARY,18.38,-66.11,NA-US-PR-GUAYNABO,FALSE,,,
00919,STANDARD,GURABO,PR,PRIMARY,18.25,-65.97,NA-US-PR-GURABO,FALSE,,,
00920,STANDARD,LAJAS,PR,PRIMARY,18.04,-67.06,NA-US-PR-LAJAS,FALSE,,,
00921,PO BOX,LA PLATA,PR,PRIMARY,18.16,-66.23,NA-US-PR-LA PLATA,FALSE,,,
00922,STANDARD,LARES,PR,PRIMARY,18.29,-66.88,NA-US-PR-LARES,FALSE,,,
00923,STANDARD,LAS MARIAS,PR,PRIMARY,18.27,-67.06,NA-US-PR-LAS MARIAS,FALSE,,,
00924,STANDARD,LAS PIEDRAS,PR,PRIMARY,18.18,-65.86,NA-US-PR-LAS PIEDRAS,FALSE,,,
00925,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00926,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00927,STANDARD,FORT BUCHANAN,PR,PRIMARY,18.41,-66.11,NA-US-PR-FORT BUCHANAN,FALSE,,,
00928,UNIQUE,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00929,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00930,STANDARD,LOIZA,PR,PRIMARY,18.43,-65.88,NA-US-PR-LOIZA,FALSE,,,
00931,STANDARD,LUQUILLO,PR,PRIMARY,18.37,-65.71,NA-US-PR-LUQUILLO,FALSE,,,
00933,STANDARD,MANATI,PR,PRIMARY,18.43,-66.48,NA-US-PR-MANATI,FALSE,,,
00934,STANDARD,MARICAO,PR,PRIMARY,18.18,-66.98,NA-US-PR-MARICAO,FALSE,,,
00935,STANDARD,MAUNABO,PR,PRIMARY,18,-65.9,NA-US-PR-MAUNABO,FALSE,,,
00936,PO BOX,ROSARIO,PR,PRIMARY,18.15,-67.06,NA-US-PR-ROSARIO,FALSE,,,
00937,STANDARD,MAYAGUEZ,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,FALSE,,,
00939,PO BOX,MAYAGUEZ,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,FALSE,,,
00940,STANDARD,MAYAGUEZ,PR,PRIMARY,18.2,-67.14,NA-US-PR-MAYAGUEZ,FALSE,,,
00949,STANDARD,MERCEDITA,PR,PRIMARY,18,-66.56,NA-US-PR-MERCEDITA,FALSE,,,
00950,STANDARD,MOCA,PR,PRIMARY,18.39,-67.11,NA-US-PR-MOCA,FALSE,,,
00951,STANDARD,MOROVIS,PR,PRIMARY,18.32,-66.4,NA-US-PR-MOROVIS,FALSE,,,
00952,STANDARD,NAGUABO,PR,PRIMARY,18.21,-65.73,NA-US-PR-NAGUABO,FALSE,,,
00953,STANDARD,NARANJITO,PR,PRIMARY,18.3,-66.24,NA-US-PR-NARANJITO,FALSE,,,
00954,STANDARD,OROCOVIS,PR,PRIMARY,18.22,-66.39,NA-US-PR-OROCOVIS,FALSE,,,
00955,STANDARD,PATILLAS,PR,PRIMARY,18,-66.01,NA-US-PR-PATILLAS,FALSE,,,
00956,STANDARD,PENUELAS,PR,PRIMARY,18.06,-66.72,NA-US-PR-PENUELAS,FALSE,,,
00957,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00958,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00959,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00960,STANDARD,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00961,PO BOX,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00962,PO BOX,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00963,PO BOX,PONCE,PR,PRIMARY,17.98,-66.6,NA-US-PR-PONCE,FALSE,,,
00965,STANDARD,PUERTO REAL,PR,PRIMARY,18.33,-65.63,NA-US-PR-PUERTO REAL,FALSE,,,
00966,STANDARD,PUNTA SANTIAGO,PR,PRIMARY,18.15,-65.76,NA-US-PR-PUNTA SANTIAGO,FALSE,,,
00968,STANDARD,QUEBRADILLAS,PR,PRIMARY,18.47,-66.93,NA-US-PR-QUEBRADILLAS,FALSE,,,
00969,STANDARD,RINCON,PR,PRIMARY,18.34,-67.25,NA-US-PR-RINCON,FALSE,,,
00970,PO BOX,RIO BLANCO,PR,PRIMARY,18.22,-65.79,NA-US-PR-RIO BLANCO,FALSE,,,
00971,PO BOX,PALMER,PR,PRIMARY,18.37,-65.77,NA-US-PR-PALMER,FALSE,,,
00975,STANDARD,RIO GRANDE,PR,PRIMARY,18.38,-65.83,NA-US-PR-RIO GRANDE,FALSE,,,
00976,STANDARD,SABANA GRANDE,PR,PRIMARY,18.08,-66.96,NA-US-PR-SABANA GRANDE,FALSE,,,
00977,STANDARD,SABANA HOYOS,PR,PRIMARY,18.38,-66.62,NA-US-PR-SABANA HOYOS,FALSE,,,
00978,STANDARD,SABANA SECA,PR,PRIMARY,18.42,-66.19,NA-US-PR-SABANA SECA,FALSE,,,
00979,STANDARD,SALINAS,PR,PRIMARY,17.97,-66.29,NA-US-PR-SALINAS,FALSE,,,
00981,STANDARD,SAN ANTONIO,PR,PRIMARY,18.49,-67.09,NA-US-PR-SAN ANTONIO,FALSE,,,
00982,STANDARD,SAN GERMAN,PR,PRIMARY,18.08,-67.04,NA-US-PR-SAN GERMAN,FALSE,,,
00983,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00984,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00985,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00986,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00987,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
00988,STANDARD,SAN JUAN,PR,PRIMARY,18.44,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01001,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01002,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01003,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01004,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01005,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01007,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01008,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01009,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01010,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01011,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01012,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01013,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01014,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01020,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01021,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01022,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01026,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01027,STANDARD,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01028,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01029,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01030,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01031,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01032,UNIQUE,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01033,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01034,PO BOX,SAN JUAN,PR,PRIMARY,18.4,-66.06,NA-US-PR-SAN JUAN,FALSE,,,
01035,STANDARD,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,FALSE,,,
01036,STANDARD,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,FALSE,,,
01037,PO BOX,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,FALSE,,,
01038,STANDARD,BAYAMON,PR,PRIMARY,18.28,-66.13,NA-US-PR-BAYAMON,FALSE,,,
01039,PO BOX,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,FALSE,,,
01040,STANDARD,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,FALSE,,,
01041,PO BOX,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,FALSE,,,
01050,PO BOX,ST THOMAS,VI,PRIMARY,18.35,-64.93,NA-US-VI-ST THOMAS,FALSE,,,
01053,PO BOX,ST THOMAS,VI,PRIMARY,18.34,-64.93,NA-US-VI-ST THOMAS,FALSE,,,
01054,STANDARD,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,FALSE,,,
01056,PO BOX,CHRISTIANSTED,VI,PRIMARY,17.74,-64.7,NA-US-VI-CHRISTIANSTED,FALSE,,,
